Hour,Date/hour start,Solar electricity generation (kWh),Electricity usage (kWh),excess_solar_generation_kwh,battery_charge_kwh
22,2020-02-04 22:00,0.018,1.278,0.0,12.5
23,2020-02-04 23:00,0.0,1.2438756,0.0,12.5
0,2020-02-05 00:00,0.0,1.3558644000000002,0.0,12.5
1,2020-02-05 01:00,0.0,1.0578942,0.0,12.5
2,2020-02-05 02:00,0.0,0.2979701999999999,0.0,12.5
3,2020-02-05 03:00,0.0,0.192,0.0,12.5
4,2020-02-05 04:00,0.0,0.198,0.0,12.5
5,2020-02-05 05:00,0.015,0.333,0.0,12.5
6,2020-02-05 06:00,0.006,0.2189999999999999,0.0,12.5
7,2020-02-05 07:00,0.006,0.8519999999999999,0.0,12.5
8,2020-02-05 08:00,0.129,1.317,0.0,12.5
9,2020-02-05 09:00,0.318,0.501,0.0,12.5
10,2020-02-05 10:00,0.495,0.492,0.0030000000000000027,12.5
11,2020-02-05 11:00,0.96,0.522,0.43799999999999994,12.5
12,2020-02-05 12:00,1.215,0.975,0.2400000000000001,12.5
13,2020-02-05 13:00,5.838,0.66,5.178,12.5
14,2020-02-05 14:00,0.384,0.66,0.0,12.5
15,2020-02-05 15:00,0.312,0.498,0.0,12.5
16,2020-02-05 16:00,0.138,0.747,0.0,12.5
17,2020-02-05 17:00,0.03,1.869,0.0,12.5
18,2020-02-05 18:00,0.012,28.38,0.0,12.5
19,2020-02-05 19:00,0.018,20.0508,0.0,12.5
20,2020-02-05 20:00,0.009,2.9502,0.0,12.5
21,2020-02-05 21:00,0.006,1.269,0.0,12.5
22,2020-02-05 22:00,0.0,1.239,0.0,12.5
23,2020-02-05 23:00,0.0,0.8339165999999999,0.0,12.5
0,2020-02-06 00:00,0.0,1.245,0.0,12.5
1,2020-02-06 01:00,0.0,1.4778522,0.0,12.5
2,2020-02-06 02:00,0.0,0.5519448,0.0,12.5
3,2020-02-06 03:00,0.0,0.201,0.0,12.5
4,2020-02-06 04:00,0.0,0.321,0.0,12.5
5,2020-02-06 05:00,0.003,0.315,0.0,12.5
6,2020-02-06 06:00,0.006,0.6000000000000001,0.0,12.5
7,2020-02-06 07:00,0.012,9.021,0.0,12.5
8,2020-02-06 08:00,0.294,0.747,0.0,12.5
9,2020-02-06 09:00,0.4469999999999999,0.495,0.0,12.5
10,2020-02-06 10:00,1.926,0.471,1.455,12.5
11,2020-02-06 11:00,1.17,0.345,0.825,12.5
12,2020-02-06 12:00,1.278,1.185,0.09299999999999997,12.5
13,2020-02-06 13:00,3.153,0.915,2.238,12.5
14,2020-02-06 14:00,0.399,0.8190000000000001,0.0,12.5
15,2020-02-06 15:00,0.315,0.924,0.0,12.5
16,2020-02-06 16:00,0.069,5.673,0.0,12.5
17,2020-02-06 17:00,0.006,6.513,0.0,12.5
18,2020-02-06 18:00,0.006,4.9236,0.0,12.5
19,2020-02-06 19:00,0.006,3.168,0.0,12.5
20,2020-02-06 20:00,0.0,3.7554,0.0,12.5
21,2020-02-06 21:00,0.021,1.272,0.0,12.5
22,2020-02-06 22:00,0.021,1.797,0.0,12.5
23,2020-02-06 23:00,0.0,1.5345,0.0,12.5
0,2020-02-07 00:00,0.0,0.9859014,0.0,12.5
1,2020-02-07 01:00,0.0,0.1319868,0.0,12.5
2,2020-02-07 02:00,0.0,0.1339866,0.0,12.5
3,2020-02-07 03:00,0.0,0.5309999999999999,0.0,12.5
4,2020-02-07 04:00,0.0,0.303,0.0,12.5
5,2020-02-07 05:00,0.003,0.2189999999999999,0.0,12.5
6,2020-02-07 06:00,0.0,0.2129999999999999,0.0,12.5
7,2020-02-07 07:00,0.006,1.1880000000000002,0.0,12.5
8,2020-02-07 08:00,0.141,4.347,0.0,12.5
9,2020-02-07 09:00,0.339,2.163,0.0,12.5
10,2020-02-07 10:00,0.339,3.219,0.0,12.5
11,2020-02-07 11:00,1.854,3.582,0.0,12.5
12,2020-02-07 12:00,2.223,8.631,0.0,12.5
13,2020-02-07 13:00,1.725,0.297,1.4280000000000002,12.5
14,2020-02-07 14:00,1.194,0.324,0.8699999999999999,12.5
15,2020-02-07 15:00,0.492,1.032,0.0,12.5
16,2020-02-07 16:00,0.171,25.371,0.0,12.5
17,2020-02-07 17:00,0.024,3.645000000000001,0.0,12.5
18,2020-02-07 18:00,0.015,7.656,0.0,12.5
19,2020-02-07 19:00,0.012,6.9036,0.0,12.5
20,2020-02-07 20:00,0.015,6.9300000000000015,0.0,12.5
21,2020-02-07 21:00,0.015,3.591,0.0,12.5
22,2020-02-07 22:00,0.018,3.375,0.0,12.5
23,2020-02-07 23:00,0.0,2.0837916,0.0,12.5
0,2020-02-08 00:00,0.0,3.2505,0.0,12.5
1,2020-02-08 01:00,0.0,0.1279872,0.0,12.5
2,2020-02-08 02:00,0.0,0.1279872,0.0,12.5
3,2020-02-08 03:00,0.0,0.288,0.0,12.5
4,2020-02-08 04:00,0.0,0.558,0.0,12.5
5,2020-02-08 05:00,0.009,0.51,0.0,12.5
6,2020-02-08 06:00,0.0,0.192,0.0,12.5
7,2020-02-08 07:00,0.015,5.85,0.0,12.5
8,2020-02-08 08:00,0.4649999999999999,6.920999999999999,0.0,12.5
9,2020-02-08 09:00,1.389,5.843999999999999,0.0,12.5
10,2020-02-08 10:00,4.287,5.595,0.0,12.5
11,2020-02-08 11:00,4.992,0.282,4.71,12.5
12,2020-02-08 12:00,5.3100000000000005,0.2219999999999999,5.088000000000001,12.5
13,2020-02-08 13:00,2.943,0.144,2.799,12.5
14,2020-02-08 14:00,1.332,0.2219999999999999,1.11,12.5
15,2020-02-08 15:00,0.948,0.492,0.45599999999999996,12.5
16,2020-02-08 16:00,0.273,0.2309999999999999,0.04200000000000012,12.5
17,2020-02-08 17:00,0.03,1.005,0.0,12.5
18,2020-02-08 18:00,0.021,1.8414000000000004,0.0,12.5
19,2020-02-08 19:00,0.021,3.3330000000000006,0.0,12.5
20,2020-02-08 20:00,0.006,3.8544,0.0,12.5
21,2020-02-08 21:00,0.006,-2.133,2.139,12.5
22,2020-02-08 22:00,0.009,1.698,0.0,12.5
23,2020-02-08 23:00,0.0,-0.2175,0.2175,12.5
0,2020-02-09 00:00,0.0,1.1218878,0.0,12.5
1,2020-02-09 01:00,0.0,0.1279872,0.0,12.5
2,2020-02-09 02:00,0.0,0.3719628,0.0,12.5
3,2020-02-09 03:00,0.0,0.204,0.0,12.5
4,2020-02-09 04:00,0.0,0.198,0.0,12.5
5,2020-02-09 05:00,0.009,0.2219999999999999,0.0,12.5
6,2020-02-09 06:00,0.006,0.483,0.0,12.5
7,2020-02-09 07:00,0.009,1.134,0.0,12.5
8,2020-02-09 08:00,0.0,1.185,0.0,12.5
9,2020-02-09 09:00,0.087,0.258,0.0,12.5
10,2020-02-09 10:00,0.42,0.2309999999999999,0.18900000000000008,12.5
11,2020-02-09 11:00,0.723,0.2339999999999999,0.4890000000000001,12.5
12,2020-02-09 12:00,0.933,0.21,0.7230000000000001,12.5
13,2020-02-09 13:00,1.518,0.282,1.236,12.5
14,2020-02-09 14:00,0.5640000000000001,0.591,0.0,12.5
15,2020-02-09 15:00,0.936,0.5549999999999999,0.3810000000000001,12.5
16,2020-02-09 16:00,0.1109999999999999,0.375,0.0,12.5
17,2020-02-09 17:00,0.021,0.621,0.0,12.5
18,2020-02-09 18:00,0.018,5.0292,0.0,12.5
19,2020-02-09 19:00,0.021,2.8446,0.0,12.5
20,2020-02-09 20:00,0.015,2.4486000000000003,0.0,12.5
21,2020-02-09 21:00,0.009,0.948,0.0,12.5
22,2020-02-09 22:00,0.006,1.6949999999999998,0.0,12.5
23,2020-02-09 23:00,0.0,1.3215,0.0,12.5
0,2020-02-10 00:00,0.0,0.8979102,0.0,12.5
1,2020-02-10 01:00,0.0,0.3559644,0.0,12.5
2,2020-02-10 02:00,0.0,0.1819818,0.0,12.5
3,2020-02-10 03:00,0.0,0.204,0.0,12.5
4,2020-02-10 04:00,0.0,0.186,0.0,12.5
5,2020-02-10 05:00,0.009,0.309,0.0,12.5
6,2020-02-10 06:00,0.015,0.33,0.0,12.5
7,2020-02-10 07:00,0.009,0.597,0.0,12.5
